player,season,salary
Fabricio Oberto,2009/10,"$3,900,000"
DeShawn Stevenson,2009/10,"$3,886,928"
Mike Conley,2009/10,"$3,883,800"
Ryan Gomes,2009/10,"$3,867,500"
Kurt Thomas,2009/10,"$3,800,000"
Roger Mason,2009/10,"$3,780,000"
Russell Westbrook,2009/10,"$3,755,640"
CJ Miles,2009/10,"$3,700,000"
Steven Hunter,2009/10,"$3,696,000"
Willie Green,2009/10,"$3,682,000"
Ramon Sessions,2009/10,"$3,670,667"
Amir Johnson,2009/10,"$3,666,666"
Chris Andersen,2009/10,"$3,650,000"
Tyreke Evans,2009/10,"$3,610,080"
Charlie Bell,2009/10,"$3,596,000"
Randy Foye,2009/10,"$3,575,761"
Keyon Dooling,2009/10,"$3,564,000"
Jeff Green,2009/10,"$3,516,960"
Brian Cook,2009/10,"$3,500,000"
Carlos Delfino,2009/10,"$3,500,000"
Brian Scalabrine,2009/10,"$3,413,793"
Kevin Love,2009/10,"$3,401,040"
Luis Scola,2009/10,"$3,375,600"
Damien Wilkins,2009/10,"$3,300,000"
Rudy Gay,2009/10,"$3,280,997"
Matt Bonner,2009/10,"$3,240,380"
Marc Gasol,2009/10,"$3,240,000"
Kris Humphries,2009/10,"$3,200,000"
Yi Jianlian,2009/10,"$3,194,400"
Kelenna Azubuike,2009/10,"$3,132,000"
Eduardo Najera,2009/10,"$3,100,000"
Danilo Gallinari,2009/10,"$3,089,040"
Glen Davis,2009/10,"$3,000,000"
Hakim Warrick,2009/10,"$3,000,000"
Chris Wilcox,2009/10,"$3,000,000"
Grant Hill,2009/10,"$3,000,000"
Carl Landry,2009/10,"$3,000,000"
Andray Blatche,2009/10,"$3,000,000"
Jonny Flynn,2009/10,"$2,969,280"
Corey Brewer,2009/10,"$2,916,120"
Eddie House,2009/10,"$2,862,000"
Mark Madsen,2009/10,"$2,840,000"
JJ Redick,2009/10,"$2,839,408"
Eric Gordon,2009/10,"$2,819,880"
Hilton Armstrong,2009/10,"$2,801,198"
Thabo Sefolosha,2009/10,"$2,759,628"
Jamario Moon,2009/10,"$2,750,000"
Dorell Wright,2009/10,"$2,750,000"
Aleksandar Pavlovic,2009/10,"$2,750,000"
Ronnie Brewer,2009/10,"$2,717,161"
Stephen Curry,2009/10,"$2,710,560"
Brandan Wright,2009/10,"$2,671,440"
Jerry Stackhouse,2009/10,"$2,668,598"
Anthony Parker,2009/10,"$2,644,230"
Joe Alexander,2009/10,"$2,583,360"
Mikki Moore,2009/10,"$2,537,952"
Maurice Evans,2009/10,"$2,500,000"
Tony Allen,2009/10,"$2,500,000"
Sebastian Telfair,2009/10,"$2,500,000"
Dahntay Jones,2009/10,"$2,500,000"
Craig Smith,2009/10,"$2,500,000"
Michael Finley,2009/10,"$2,500,000"
Ricky Davis,2009/10,"$2,484,000"
Jordan Hill,2009/10,"$2,483,280"
Joakim Noah,2009/10,"$2,455,680"
Shawne Williams,2009/10,"$2,416,067"
DJ Augustin,2009/10,"$2,385,480"
Spencer Hawes,2009/10,"$2,332,800"
David Andersen,2009/10,"$2,300,000"
DeMar DeRozan,2009/10,"$2,282,640"
Brook Lopez,2009/10,"$2,225,880"
Acie Law,2009/10,"$2,216,160"
Ryan Hollins,2009/10,"$2,183,333"
Brandon Jennings,2009/10,"$2,168,520"
Anthony Johnson,2009/10,"$2,160,000"
Jerryd Bayless,2009/10,"$2,143,080"
Renaldo Balkman,2009/10,"$2,112,417"
Chuck Hayes,2009/10,"$2,111,750"
Antoine Wright,2009/10,"$2,110,550"
Thaddeus Young,2009/10,"$2,105,400"
Ersan Ilyasova,2009/10,"$2,100,000"
Rajon Rondo,2009/10,"$2,094,922"
Chucky Atkins,2009/10,"$2,066,455"
Jarvis Hayes,2009/10,"$2,062,800"
Brent Barry,2009/10,"$2,062,800"
Terrence Williams,2009/10,"$2,060,040"
Josh Boone,2009/10,"$2,056,968"
Jason Thompson,2009/10,"$2,035,920"
Kyle Lowry,2009/10,"$2,034,997"
Julian Wright,2009/10,"$2,000,040"
Jannero Pargo,2009/10,"$2,000,000"
Shannon Brown,2009/10,"$2,000,000"
Bruce Bowen,2009/10,"$2,000,000"
Channing Frye,2009/10,"$2,000,000"
Marquis Daniels,2009/10,"$1,990,000"
Ronald Murray,2009/10,"$1,990,000"
Radoslav Nesterovic,2009/10,"$1,990,000"
Gerald Henderson,2009/10,"$1,957,080"
Jordan Farmar,2009/10,"$1,947,240"
Brandon Rush,2009/10,"$1,934,160"
Al Thornton,2009/10,"$1,900,200"
Sergio Rodriguez,2009/10,"$1,892,035"
Mardy Collins,2009/10,"$1,867,742"
Tyler Hansbrough,2009/10,"$1,859,160"
Anthony Randolph,2009/10,"$1,837,560"
Goran Dragic,2009/10,"$1,836,000"
Rodney Stuckey,2009/10,"$1,805,040"
Earl Clark,2009/10,"$1,766,280"
Robin Lopez,2009/10,"$1,745,520"
Travis Diener,2009/10,"$1,740,000"
Nick Young,2009/10,"$1,714,800"
Francisco Elson,2009/10,"$1,700,000"
Austin Daye,2009/10,"$1,677,840"
Marreese Speights,2009/10,"$1,658,280"
Jose Juan Barea,2009/10,"$1,657,500"
Sean Williams,2009/10,"$1,629,120"
Hamed Haddadi,2009/10,"$1,627,779"
Solomon Jones,2009/10,"$1,620,000"
Patrick O'Bryant,2009/10,"$1,620,000"
Devean George,2009/10,"$1,600,000"
Matt Barnes,2009/10,"$1,600,000"
James Johnson,2009/10,"$1,594,080"
Roy Hibbert,2009/10,"$1,575,360"
Oleksiy Pecherov,2009/10,"$1,547,640"
Marco Belinelli,2009/10,"$1,547,640"
Jrue Holiday,2009/10,"$1,514,280"
JaVale McGee,2009/10,"$1,496,640"
Javaris Crittenton,2009/10,"$1,477,920"
Ty Lawson,2009/10,"$1,438,690"
JJ Hickson,2009/10,"$1,429,200"
Jason Smith,2009/10,"$1,418,880"
Jeff Teague,2009/10,"$1,373,880"
Alexis Ajinca,2009/10,"$1,372,080"
Daequan Cook,2009/10,"$1,362,120"
Eric Maynor,2009/10,"$1,318,920"
Ryan Anderson,2009/10,"$1,317,120"
Jared Dudley,2009/10,"$1,307,640"
Joe Smith,2009/10,"$1,306,455"
Theo Ratliff,2009/10,"$1,306,455"
Lindsey Hunter,2009/10,"$1,306,455"
Anthony Carter,2009/10,"$1,306,455"
Brian Skinner,2009/10,"$1,306,455"
Kevin Ollie,2009/10,"$1,306,455"
Adonal Foyle,2009/10,"$1,306,455"
Jason Williams,2009/10,"$1,306,455"
Juwan Howard,2009/10,"$1,306,455"
Ben Wallace,2009/10,"$1,306,445"
Malik Allen,2009/10,"$1,300,000"
Darren Collison,2009/10,"$1,266,120"
Courtney Lee,2009/10,"$1,264,440"
Wilson Chandler,2009/10,"$1,255,440"
Ronnie Price,2009/10,"$1,250,000"
Jamaal Magloire,2009/10,"$1,229,225"
Kosta Koufos,2009/10,"$1,214,040"
Allen Iverson,2009/10,"$1,191,180"
Earl Boykins,2009/10,"$1,191,180"
Sean Marks,2009/10,"$1,187,686"
Jason Collins,2009/10,"$1,181,803"
Jarron Collins,2009/10,"$1,181,803"
Omri Casspi,2009/10,"$1,167,000"
Rudy Fernandez,2009/10,"$1,165,320"
Serge Ibaka,2009/10,"$1,120,200"
BJ Mullens,2009/10,"$1,120,200"
Nicolas Batum,2009/10,"$1,118,760"
Aaron Brooks,2009/10,"$1,118,520"
Carlos Arroyo,2009/10,"$1,107,572"
Primoz Brezec,2009/10,"$1,107,572"
Devin Brown,2009/10,"$1,100,000"
Arron Afflalo,2009/10,"$1,086,240"
George Hill,2009/10,"$1,081,680"
Ian Mahinmi,2009/10,"$1,079,640"
Rodrigue Beaubois,2009/10,"$1,075,440"
Alando Tucker,2009/10,"$1,071,720"
Chris Quinn,2009/10,"$1,055,000"
Darrell Arthur,2009/10,"$1,050,480"
Royal Ivey,2009/10,"$1,050,000"
Donte Greene,2009/10,"$1,044,000"
Taj Gibson,2009/10,"$1,039,800"
DJ White,2009/10,"$1,036,440"
Keith Bogans,2009/10,"$1,033,342"
Quinton Ross,2009/10,"$1,033,342"
James Singleton,2009/10,"$1,030,189"
JR Giddens,2009/10,"$1,028,880"
DeMarre Carroll,2009/10,"$1,009,680"
Wayne Ellington,2009/10,"$1,003,560"
CJ Watson,2009/10,"$1,000,497"
Aaron Gray,2009/10,"$1,000,497"
Greg Buckner,2009/10,"$1,000,000"
Toney Douglas,2009/10,"$996,240"
Josh Powell,2009/10,"$959,111"
Didier Ilunga-Mbenga,2009/10,"$959,111"
Yakhouba Diawara,2009/10,"$945,000"
Stephen Graham,2009/10,"$884,881"
Joey Graham,2009/10,"$884,881"
Johan Petro,2009/10,"$884,881"
Luther Head,2009/10,"$884,881"
Ike Diogu,2009/10,"$884,881"
Sean May,2009/10,"$884,881"
Joey Dorsey,2009/10,"$881,000"
Kyle Weaver,2009/10,"$870,968"
Kyrylo Fesenko,2009/10,"$870,000"
Randolph Morris,2009/10,"$855,189"
Leon Powe,2009/10,"$855,189"
Steve Novak,2009/10,"$855,189"
Marcus Williams,2009/10,"$855,189"
Rodney Carney,2009/10,"$855,189"
Louis Amundson,2009/10,"$855,189"
DeJuan Blair,2009/10,"$850,000"
Ime Udoka,2009/10,"$838,034"
Shelden Williams,2009/10,"$825,497"
Will Bynum,2009/10,"$825,497"
Josh McRoberts,2009/10,"$825,497"
Joel Anthony,2009/10,"$825,497"
Dominic McGuire,2009/10,"$825,497"
Marcus Haislip,2009/10,"$825,497"
Sam Young,2009/10,"$824,200"
Jonathan Bender,2009/10,"$801,361"
Mario Chalmers,2009/10,"$773,500"
Darnell Jackson,2009/10,"$736,420"
Jawad Williams,2009/10,"$736,420"
Anthony Morrow,2009/10,"$736,420"
DeAndre Jordan,2009/10,"$736,420"
Bobby Brown,2009/10,"$736,420"
Luc Mbah a Moute,2009/10,"$736,420"
Nathan Jawai,2009/10,"$736,420"
Henry Walker,2009/10,"$736,420"
Malik Hairston,2009/10,"$736,420"
Sonny Weems,2009/10,"$736,420"
Chris Douglas-Roberts,2009/10,"$736,000"
Jermaine Taylor,2009/10,"$725,000"
Jodie Meeks,2009/10,"$650,000"
Chris Hunter,2009/10,"$632,455"
Kareem Rush,2009/10,"$534,906"
Jason Hart,2009/10,"$521,384"
Marcus Thornton,2009/10,"$457,888"
Marcus Landry,2009/10,"$457,588"
Derrick Brown,2009/10,"$457,588"
Danny Green,2009/10,"$457,588"
Jonas Jerebko,2009/10,"$457,588"
DaJuan Summers,2009/10,"$457,588"
Chase Budinger,2009/10,"$457,588"
AJ Price,2009/10,"$457,588"
Taylor Griffin,2009/10,"$457,588"
Dante Cunningham,2009/10,"$457,588"
Jeff Ayres,2009/10,"$457,588"
Patrick Mills,2009/10,"$457,588"
Jon Brockman,2009/10,"$457,588"
Wesley Matthews,2009/10,"$457,588"
Mario West,2009/10,"$446,740"
Anthony Tolliver,2009/10,"$411,529"
Lester Hudson,2009/10,"$392,987"
Coby Karl,2009/10,"$355,215"
Shavlik Randolph,2009/10,"$343,542"
Pops Mensah-Bonsu,2009/10,"$330,199"
Othello Hunter,2009/10,"$307,564"
Roko Ukic,2009/10,"$303,232"
Shaun Livingston,2009/10,"$296,695"
Sundiata Gaines,2009/10,"$269,169"
Ryan Bowen,2009/10,"$209,592"
Garrett Temple,2009/10,"$180,344"
Mike Wilks,2009/10,"$175,908"
Antonio Anderson,2009/10,"$139,968"
Cartier Martin,2009/10,"$86,638"
Quincy Douby,2009/10,"$85,519"
Paul Davis,2009/10,"$80,488"
Desmond Mason,2009/10,"$76,850"
Mike Harris,2009/10,"$64,978"
Cedric Jackson,2009/10,"$53,834"
Will Conroy,2009/10,"$48,559"
Chris Richard,2009/10,"$43,319"
JamesOn Curry,2009/10,"$26,917"
Kevin Garnett,2007/08,"$23,750,000"
Michael Finley,2007/08,"$21,696,750"
Shaquille O'Neal,2007/08,"$20,000,000"
Jason Kidd,2007/08,"$19,728,000"
Jermaine O'Neal,2007/08,"$19,728,000"
Chris Webber,2007/08,"$19,602,173"
Kobe Bryant,2007/08,"$19,490,625"
Tim Duncan,2007/08,"$19,014,188"
Tracy McGrady,2007/08,"$19,014,187"
Allen Iverson,2007/08,"$19,012,500"
Stephon Marbury,2007/08,"$19,012,500"
Steve Francis,2007/08,"$17,500,000"
Baron Davis,2007/08,"$16,440,000"
Shawn Marion,2007/08,"$16,440,000"
Paul Pierce,2007/08,"$16,360,094"
Dirk Nowitzki,2007/08,"$16,360,094"
Antawn Jamison,2007/08,"$16,360,094"
Ray Allen,2007/08,"$16,000,000"
Ben Wallace,2007/08,"$15,500,000"
Elton Brand,2007/08,"$15,344,000"
Rashard Lewis,2007/08,"$14,880,000"
Michael Redd,2007/08,"$14,520,000"
Yao Ming,2007/08,"$13,762,775"
Amare Stoudemire,2007/08,"$13,762,775"
Pau Gasol,2007/08,"$13,735,000"
Andrei Kirilenko,2007/08,"$13,735,000"
Mike Bibby,2007/08,"$13,500,000"
Joe Johnson,2007/08,"$13,488,377"
Zach Randolph,2007/08,"$13,333,333"
Vince Carter,2007/08,"$13,320,000"
Kenyon Martin,2007/08,"$13,250,000"
Lamar Odom,2007/08,"$13,248,596"
LeBron James,2007/08,"$13,041,250"
Carmelo Anthony,2007/08,"$13,041,250"
Dwyane Wade,2007/08,"$13,041,250"
Wally Szczerbiak,2007/08,"$12,775,000"
Rasheed Wallace,2007/08,"$12,540,000"
Chris Bosh,2007/08,"$12,455,000"
Raef LaFrentz,2007/08,"$12,440,787"
Richard Jefferson,2007/08,"$12,200,000"
Larry Hughes,2007/08,"$12,000,084"
Gilbert Arenas,2007/08,"$11,950,400"
Theo Ratliff,2007/08,"$11,666,666"
Predrag Stojakovic,2007/08,"$11,664,000"
Steve Nash,2007/08,"$11,375,000"
Carlos Boozer,2007/08,"$11,260,483"
Kirk Hinrich,2007/08,"$11,250,000"
Marcus Camby,2007/08,"$11,250,000"
Jason Richardson,2007/08,"$11,111,110"
Derek Fisher,2007/08,"$10,723,900"
David West,2007/08,"$10,650,000"
Erick Dampier,2007/08,"$10,590,500"
Brad Miller,2007/08,"$10,500,000"
Tony Parker,2007/08,"$10,500,000"
Tyson Chandler,2007/08,"$10,250,000"
Samuel Dalembert,2007/08,"$10,250,000"
Adonal Foyle,2007/08,"$10,157,090"
Zydrunas Ilgauskas,2007/08,"$10,142,156"
Chauncey Billups,2007/08,"$10,000,000"
Richard Hamilton,2007/08,"$10,000,000"
Gerald Wallace,2007/08,"$9,500,000"
Andre Miller,2007/08,"$9,366,666"
Bobby Simmons,2007/08,"$9,280,000"
Troy Murphy,2007/08,"$9,206,349"
Manu Ginobili,2007/08,"$9,079,811"
Kwame Brown,2007/08,"$9,075,000"
Josh Howard,2007/08,"$9,000,000"
Boris Diaw,2007/08,"$9,000,000"
Eddy Curry,2007/08,"$8,947,543"
Jason Williams,2007/08,"$8,937,500"
Jason Terry,2007/08,"$8,898,000"
Nenê,2007/08,"$8,840,000"
Tayshaun Prince,2007/08,"$8,675,620"
Chris Kaman,2007/08,"$8,600,000"
Andres Nocioni,2007/08,"$8,500,000"
Mehmet Okur,2007/08,"$8,500,000"
Al Harrington,2007/08,"$8,425,625"
Mike Miller,2007/08,"$8,376,194"
Cuttino Mobley,2007/08,"$8,350,000"
Antoine Walker,2007/08,"$8,329,640"
Darius Miles,2007/08,"$8,250,000"
Mike Dunleavy,2007/08,"$8,219,008"
Caron Butler,2007/08,"$8,218,990"
Quentin Richardson,2007/08,"$8,105,500"
Juwan Howard,2007/08,"$8,094,997"
Kurt Thomas,2007/08,"$8,091,188"
TJ Ford,2007/08,"$8,000,000"
Jamal Crawford,2007/08,"$7,920,000"
Mark Blount,2007/08,"$7,901,040"
Kenny Thomas,2007/08,"$7,875,000"
Radoslav Nesterovic,2007/08,"$7,840,000"
Aaron McKie,2007/08,"$7,750,000"
Maurice Williams,2007/08,"$7,750,000"
Jerome Williams,2007/08,"$7,639,400"
Metta World Peace,2007/08,"$7,400,000"
Troy Hudson,2007/08,"$7,172,590"
Malik Rose,2007/08,"$7,101,250"
Corey Maggette,2007/08,"$7,000,000"
Ricky Davis,2007/08,"$6,819,000"
Jerry Stackhouse,2007/08,"$6,750,000"
Eric Snow,2007/08,"$6,703,125"
Stephen Jackson,2007/08,"$6,630,000"
Darko Milicic,2007/08,"$6,500,000"
Chris Wilcox,2007/08,"$6,500,000"
Luke Ridnour,2007/08,"$6,500,000"
Drew Gooden,2007/08,"$6,453,416"
Antonio McDyess,2007/08,"$6,373,900"
Marquis Daniels,2007/08,"$6,373,900"
Hidayet Turkoglu,2007/08,"$6,373,900"
Etan Thomas,2007/08,"$6,373,900"
Speedy Claxton,2007/08,"$6,306,182"
Jamaal Tinsley,2007/08,"$6,300,000"
Sam Cassell,2007/08,"$6,150,000"
Jason Collins,2007/08,"$6,100,000"
Dwight Howard,2007/08,"$6,061,274"
Udonis Haslem,2007/08,"$6,050,000"
Marko Jaric,2007/08,"$6,050,000"
Donyell Marshall,2007/08,"$6,016,965"
Matt Harpring,2007/08,"$6,000,000"
Shane Battier,2007/08,"$5,883,600"
Brian Cardinal,2007/08,"$5,850,000"
Greg Buckner,2007/08,"$5,830,000"
Stromile Swift,2007/08,"$5,800,000"
Jerome James,2007/08,"$5,800,000"
Earl Watson,2007/08,"$5,800,000"
Shareef Abdur-Rahim,2007/08,"$5,800,000"
Antonio Daniels,2007/08,"$5,800,000"
Joel Przybilla,2007/08,"$5,762,575"
Dan Gadzuric,2007/08,"$5,751,130"
Nick Collison,2007/08,"$5,750,000"
Bobby Jackson,2007/08,"$5,670,000"
Nazr Mohammed,2007/08,"$5,632,200"
Tim Thomas,2007/08,"$5,632,200"
Vladimir Radmanovic,2007/08,"$5,632,200"
Mike James,2007/08,"$5,632,200"
Jared Jeffries,2007/08,"$5,632,200"
Leandro Barbosa,2007/08,"$5,600,000"
Brent Barry,2007/08,"$5,544,370"
Jeff Foster,2007/08,"$5,500,000"
Matt Carroll,2007/08,"$5,450,000"
Emeka Okafor,2007/08,"$5,427,307"
Anderson Varejao,2007/08,"$5,356,000"
Morris Peterson,2007/08,"$5,356,000"
Mikki Moore,2007/08,"$5,356,000"
Jason Kapono,2007/08,"$5,356,000"
Joe Smith,2007/08,"$5,200,000"
Tony Battie,2007/08,"$5,200,000"
Desmond Mason,2007/08,"$5,000,000"
Brendan Haywood,2007/08,"$5,000,000"
Andrew Bogut,2007/08,"$4,991,520"
Eduardo Najera,2007/08,"$4,952,380"
Damon Stoudamire,2007/08,"$4,906,438"
Ben Gordon,2007/08,"$4,881,669"
Andrea Bargnani,2007/08,"$4,838,880"
John Salmons,2007/08,"$4,752,000"
Raja Bell,2007/08,"$4,750,000"
Greg Oden,2007/08,"$4,662,000"
Rafer Alston,2007/08,"$4,550,000"
Alvin Williams,2007/08,"$4,516,484"
Kendrick Perkins,2007/08,"$4,480,912"
Marvin Williams,2007/08,"$4,466,040"
Shaun Livingston,2007/08,"$4,404,629"
Kyle Korver,2007/08,"$4,400,000"
Trenton Hassell,2007/08,"$4,350,000"
Anthony Parker,2007/08,"$4,350,000"
LaMarcus Aldridge,2007/08,"$4,329,360"
Reggie Evans,2007/08,"$4,320,000"
Keith Van Horn,2007/08,"$4,300,000"
Aleksandar Pavlovic,2007/08,"$4,250,000"
Steve Blake,2007/08,"$4,250,000"
Damon Jones,2007/08,"$4,172,432"
Kevin Durant,2007/08,"$4,171,200"
Bruce Bowen,2007/08,"$4,125,000"
Carlos Arroyo,2007/08,"$4,100,000"
Deron Williams,2007/08,"$4,010,640"
Zaza Pachulia,2007/08,"$4,000,000"
Jamaal Magloire,2007/08,"$4,000,000"
Luke Walton,2007/08,"$4,000,000"
Gordan Giricek,2007/08,"$4,000,000"
Travis Outlaw,2007/08,"$4,000,000"
Jorge Garbajosa,2007/08,"$4,000,000"
Devin Harris,2007/08,"$3,995,003"
Marcus Banks,2007/08,"$3,966,207"
Darius Songaila,2007/08,"$3,942,000"
Dan Dickau,2007/08,"$3,916,706"
Adam Morrison,2007/08,"$3,887,880"
Bob Sura,2007/08,"$3,840,000"
Pat Garrity,2007/08,"$3,818,750"
Al Horford,2007/08,"$3,745,800"
Amir Johnson,2007/08,"$3,666,666"
Josh Childress,2007/08,"$3,631,449"
Robert Horry,2007/08,"$3,630,000"
Chris Paul,2007/08,"$3,615,960"
Fabricio Oberto,2007/08,"$3,600,000"
Keyon Dooling,2007/08,"$3,596,000"
Tyrus Thomas,2007/08,"$3,505,320"
Brian Cook,2007/08,"$3,500,000"
Tyronn Lue,2007/08,"$3,500,000"
Mickael Pietrus,2007/08,"$3,470,770"
Ira Newble,2007/08,"$3,441,900"
Kevin Ollie,2007/08,"$3,441,900"
Mike Conley,2007/08,"$3,377,160"
Luol Deng,2007/08,"$3,320,339"
Rasual Butler,2007/08,"$3,315,000"
Fred Jones,2007/08,"$3,300,000"
Raymond Felton,2007/08,"$3,274,440"
Lorenzen Wright,2007/08,"$3,250,000"
Chris Duhon,2007/08,"$3,248,000"
Steven Hunter,2007/08,"$3,248,000"
James Posey,2007/08,"$3,206,000"
Shelden Williams,2007/08,"$3,174,240"
Michael Doleac,2007/08,"$3,120,000"
Trevor Ariza,2007/08,"$3,100,000"
Charlie Bell,2007/08,"$3,100,000"
Willie Green,2007/08,"$3,094,000"
Jeff Green,2007/08,"$3,058,200"
Brian Scalabrine,2007/08,"$3,000,000"
Chucky Atkins,2007/08,"$3,000,000"
Matt Barnes,2007/08,"$3,000,000"
Jake Voskuhl,2007/08,"$3,000,000"
Francisco Elson,2007/08,"$3,000,000"
Martell Webster,2007/08,"$2,974,080"
Luis Scola,2007/08,"$2,910,000"
Eddie Griffin,2007/08,"$2,900,000"
Damien Wilkins,2007/08,"$2,900,000"
James Jones,2007/08,"$2,900,000"
Brandon Roy,2007/08,"$2,883,120"
Anthony Johnson,2007/08,"$2,860,000"
Andre Iguodala,2007/08,"$2,804,889"
Yi Jianlian,2007/08,"$2,777,760"
Alonzo Mourning,2007/08,"$2,762,500"
Primoz Brezec,2007/08,"$2,750,000"
Charlie Villanueva,2007/08,"$2,715,000"
Matt Bonner,2007/08,"$2,678,000"
Andris Biedrins,2007/08,"$2,636,696"
Randy Foye,2007/08,"$2,631,840"
Robert Swift,2007/08,"$2,601,113"
Sebastian Telfair,2007/08,"$2,562,426"
Juan Dixon,2007/08,"$2,550,000"
Corey Brewer,2007/08,"$2,535,720"
Beno Udrih,2007/08,"$2,535,445"
Kris Humphries,2007/08,"$2,522,913"
Bostjan Nachbar,2007/08,"$2,500,000"
Chris Mihm,2007/08,"$2,500,000"
Channing Frye,2007/08,"$2,487,240"
Didier Ilunga-Mbenga,2007/08,"$2,483,569"
Al Jefferson,2007/08,"$2,480,885"
Jose Calderon,2007/08,"$2,471,604"
Andray Blatche,2007/08,"$2,470,000"
Keith Bogans,2007/08,"$2,440,000"
Mark Madsen,2007/08,"$2,420,000"
Rudy Gay,2007/08,"$2,411,160"
Othella Harrington,2007/08,"$2,376,000"
Devean George,2007/08,"$2,369,111"
Kirk Snyder,2007/08,"$2,358,433"
Jackie Butler,2007/08,"$2,350,000"
Jarron Collins,2007/08,"$2,350,000"
Brandan Wright,2007/08,"$2,323,080"
Jason Hart,2007/08,"$2,300,000"
Ike Diogu,2007/08,"$2,286,360"
Bonzi Wells,2007/08,"$2,284,200"
Lindsey Hunter,2007/08,"$2,250,000"
Smush Parker,2007/08,"$2,250,000"
Josh Smith,2007/08,"$2,243,543"
Patrick O'Bryant,2007/08,"$2,216,400"
Andrew Bynum,2007/08,"$2,172,000"
DeSagana Diop,2007/08,"$2,146,000"
Joakim Noah,2007/08,"$2,135,400"
JR Smith,2007/08,"$2,134,067"
Saer Sene,2007/08,"$2,105,520"
Dorell Wright,2007/08,"$2,040,746"
Spencer Hawes,2007/08,"$2,028,600"
JJ Redick,2007/08,"$2,000,160"
Jameer Nelson,2007/08,"$1,961,609"
Walter Herrmann,2007/08,"$1,944,000"
Vassilis Spanoulis,2007/08,"$1,944,000"
Viktor Khryapa,2007/08,"$1,928,598"
Acie Law,2007/08,"$1,927,080"
Hilton Armstrong,2007/08,"$1,900,200"
Ronald Murray,2007/08,"$1,890,000"
Aaron Williams,2007/08,"$1,890,000"
Nenad Krstic,2007/08,"$1,889,760"
Delonte West,2007/08,"$1,889,760"
Tony Allen,2007/08,"$1,868,141"
Carlos Delfino,2007/08,"$1,868,141"
Sean May,2007/08,"$1,862,160"
Thaddeus Young,2007/08,"$1,830,720"
Eddie Jones,2007/08,"$1,830,000"
Jannero Pargo,2007/08,"$1,830,000"
Grant Hill,2007/08,"$1,830,000"
Maceo Baston,2007/08,"$1,830,000"
Kevin Martin,2007/08,"$1,808,121"
Thabo Sefolosha,2007/08,"$1,805,160"
Kosta Perovic,2007/08,"$1,800,000"
Rashad McCants,2007/08,"$1,769,160"
Sasha Vujacic,2007/08,"$1,756,951"
Chuck Hayes,2007/08,"$1,750,000"
Maurice Evans,2007/08,"$1,740,000"
Julian Wright,2007/08,"$1,739,160"
David Harrison,2007/08,"$1,734,316"
Ronnie Brewer,2007/08,"$1,715,040"
Antoine Wright,2007/08,"$1,680,600"
Al Thornton,2007/08,"$1,652,280"
Cedric Simmons,2007/08,"$1,629,120"
Brevin Knight,2007/08,"$1,600,000"
Joey Graham,2007/08,"$1,596,600"
Adrian Griffin,2007/08,"$1,593,000"
Rodney Stuckey,2007/08,"$1,569,600"
Rodney Carney,2007/08,"$1,547,760"
Danny Granger,2007/08,"$1,516,800"
Eddie House,2007/08,"$1,500,000"
Travis Diener,2007/08,"$1,500,000"
Nick Young,2007/08,"$1,491,240"
Shawne Williams,2007/08,"$1,470,360"
Gerald Green,2007/08,"$1,440,960"
Justin Reed,2007/08,"$1,436,500"
Sean Williams,2007/08,"$1,416,600"
Hakim Warrick,2007/08,"$1,376,040"
Marco Belinelli,2007/08,"$1,345,800"
Oleksiy Pecherov,2007/08,"$1,345,800"
Quincy Douby,2007/08,"$1,333,920"
Javaris Crittenton,2007/08,"$1,285,200"
Renaldo Balkman,2007/08,"$1,280,640"
Nate Robinson,2007/08,"$1,268,160"
Jason Smith,2007/08,"$1,233,840"
Rajon Rondo,2007/08,"$1,229,280"
Jacque Vaughn,2007/08,"$1,219,950"
Scot Pollard,2007/08,"$1,219,590"
Darrell Armstrong,2007/08,"$1,219,590"
Derek Anderson,2007/08,"$1,219,590"
Jeff McInnis,2007/08,"$1,219,590"
Austin Croshere,2007/08,"$1,219,590"
Dikembe Mutombo,2007/08,"$1,219,590"
Eric Piatkowski,2007/08,"$1,219,590"
Darrick Martin,2007/08,"$1,219,590"
Jarrett Jack,2007/08,"$1,217,400"
Devin Brown,2007/08,"$1,200,000"
Jarvis Hayes,2007/08,"$1,200,000"
Marcus Williams,2007/08,"$1,193,090"
Daequan Cook,2007/08,"$1,184,400"
Francisco Garcia,2007/08,"$1,168,800"
Jared Dudley,2007/08,"$1,137,000"
Josh Boone,2007/08,"$1,133,040"
Luther Head,2007/08,"$1,122,000"
Brian Skinner,2007/08,"$1,108,718"
Anthony Carter,2007/08,"$1,103,225"
Calvin Booth,2007/08,"$1,103,225"
Ronnie Price,2007/08,"$1,100,000"
Wilson Chandler,2007/08,"$1,091,640"
Kyle Lowry,2007/08,"$1,087,680"
Bernard Robinson,2007/08,"$1,080,000"
Shavlik Randolph,2007/08,"$1,080,000"
Johan Petro,2007/08,"$1,077,120"
Shannon Brown,2007/08,"$1,044,120"
Jason Maxiell,2007/08,"$1,041,360"
Michael Ruffin,2007/08,"$1,033,930"
Ryan Bowen,2007/08,"$1,033,930"
Sean Marks,2007/08,"$1,033,930"
DeShawn Stevenson,2007/08,"$1,033,930"
Linas Kleiza,2007/08,"$1,011,360"
Jordan Farmar,2007/08,"$1,009,560"
